Partida Aduanera,Descripcion de la Partida Aduanera,Fecha,Qty,Und,U$ FAS Tot,U$ Flete & Seguro Tot,U$ CIF Tot,U$ FAS Und,U$ CIF Und,U$ (CIF + Imp) Und,Impuestos (%),Pais de Origen,Distrito de Descarga
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2019,16339.000,KG,245830.000,4994.000,250824.000,15.045,15.351,15.351,0.000,HONDURAS,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2019,12000.000,KG,458352.000,9648.000,468000.000,38.196,39.000,39.000,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2019,2200.000,KG,140400.000,250.000,140650.000,63.818,63.931,63.931,0.000,MEXICO,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2019,2466.000,KG,7526.000,257.000,7783.000,3.051,3.156,3.156,0.000,UNITED KINGDOM,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2019,979.000,KG,26425.000,904.000,27329.000,26.991,27.915,27.915,0.000,IRELAND,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2019,7000.000,KG,271925.000,9175.000,281100.000,38.846,40.157,40.157,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2019,1125.000,KG,30365.000,1039.000,31404.000,26.991,27.914,27.914,0.000,SPAIN,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2019,6000.000,KG,234000.000,2800.000,236800.000,39.000,39.466,39.466,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2019,1200.000,KG,79200.000,125.000,79325.000,66.000,66.104,66.104,0.000,MEXICO,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2019,2505.000,KG,67178.000,6130.000,73308.000,26.817,29.264,29.264,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2019,181.000,KG,6292.000,508.000,6800.000,34.762,37.569,37.569,0.000,HONG KONG,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2019,1176.000,KG,31752.000,3000.000,34752.000,27.000,29.551,29.551,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2019,1125.000,KG,22500.000,3514.000,26014.000,20.000,23.123,23.123,0.000,MEXICO,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2019,700.000,KG,6300.000,794.000,7094.000,9.000,10.134,10.134,0.000,HONDURAS,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2019,463.000,KG,2856.000,35.000,2891.000,6.168,6.244,6.244,0.000,CHILE,MIAMI FLA.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/09/2019,10000.000,KG,150000.000,2000.000,152000.000,15.000,15.200,15.200,0.000,"TAIWAN, PROVINCE OF CHINA",NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/09/2019,6052.000,KG,38527.000,2800.000,41327.000,6.365,6.828,6.828,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/10/2019,6530.000,KG,98700.000,1595.000,100295.000,15.114,15.359,15.359,0.000,"TAIWAN, PROVINCE OF CHINA",SAN FRANCISCO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/11/2019,2000.000,KG,50650.000,9350.000,60000.000,25.325,30.000,30.000,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/12/2019,6000.000,KG,114363.000,29637.000,144000.000,19.060,24.000,24.000,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/12/2019,2000.000,KG,82554.000,8127.000,90681.000,41.277,45.340,45.340,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2020,10206.000,KG,121050.000,3950.000,125000.000,11.860,12.247,12.247,0.000,HONDURAS,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2020,12000.000,KG,481000.000,5100.000,486100.000,40.083,40.508,40.508,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2020,6500.000,KG,104500.000,1530.000,106030.000,16.076,16.312,16.312,0.000,"TAIWAN, PROVINCE OF CHINA",SAN FRANCISCO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2020,17200.000,KG,266500.000,5500.000,272000.000,15.494,15.813,15.813,0.000,"TAIWAN, PROVINCE OF CHINA",LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2020,10795.000,KG,119000.000,3950.000,122950.000,11.023,11.389,11.389,0.000,HONDURAS,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2020,262.000,KG,18310.000,710.000,19020.000,69.885,72.595,72.595,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/06/2020,536.000,KG,34960.000,1074.000,36034.000,65.223,67.227,67.227,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2020,1134.000,KG,72576.000,1000.000,73576.000,64.000,64.881,64.881,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2020,476.000,KG,24004.000,1033.000,25037.000,50.428,52.598,52.598,0.000,NICARAGUA,MIAMI FLA.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2020,392.000,KG,13904.000,1192.000,15096.000,35.469,38.510,38.510,0.000,NICARAGUA,MIAMI FLA.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/09/2020,11100.000,KG,171300.000,3350.000,174650.000,15.432,15.734,15.734,0.000,"TAIWAN, PROVINCE OF CHINA",NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/09/2020,5200.000,KG,65000.000,2500.000,67500.000,12.500,12.980,12.980,0.000,"TAIWAN, PROVINCE OF CHINA",LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/09/2020,1120.000,KG,67840.000,1000.000,68840.000,60.571,61.464,61.464,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/10/2020,5000.000,KG,188600.000,3000.000,191600.000,37.720,38.320,38.320,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/12/2020,100.000,KG,2671.000,1029.000,3700.000,26.710,37.000,37.000,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/01/2021,10000.000,KG,158000.000,2400.000,160400.000,15.800,16.040,16.040,0.000,"TAIWAN, PROVINCE OF CHINA",LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/01/2021,425.000,KG,10200.000,30.000,10230.000,24.000,24.070,24.070,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/02/2021,889.000,KG,39200.000,150.000,39350.000,44.094,44.263,44.263,0.000,CANADA,SEATTLE WASH.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/02/2021,1288.000,KG,83148.000,2176.000,85324.000,64.555,66.245,66.245,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2021,1200.000,KG,18000.000,6912.000,24912.000,15.000,20.760,20.760,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2021,924.000,KG,4950.000,75.000,5025.000,5.357,5.438,5.438,0.000,CANADA,PORTLAND MAINE
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2021,600.000,KG,40800.000,1500.000,42300.000,68.000,70.500,70.500,0.000,HONDURAS,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2021,15576.000,KG,169500.000,1500.000,171000.000,10.882,10.978,10.978,0.000,"TAIWAN, PROVINCE OF CHINA",LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2021,180.000,KG,3105.000,380.000,3485.000,17.250,19.361,19.361,0.000,AUSTRALIA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2021,1523.000,KG,41110.000,574.000,41684.000,26.992,27.369,27.369,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2021,4191.000,KG,64680.000,2488.000,67168.000,15.433,16.026,16.026,0.000,BELIZE,MIAMI FLA.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2021,10560.000,KG,159180.000,4000.000,163180.000,15.073,15.452,15.452,0.000,"TAIWAN, PROVINCE OF CHINA",NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2021,5200.000,KG,65000.000,2500.000,67500.000,12.500,12.980,12.980,0.000,"TAIWAN, PROVINCE OF CHINA",LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2021,720.000,KG,47110.000,720.000,47830.000,65.430,66.430,66.430,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/06/2021,4444.000,KG,120000.000,531.000,120531.000,27.002,27.122,27.122,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/06/2021,11000.000,KG,418000.000,5000.000,423000.000,38.000,38.454,38.454,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/06/2021,1279.000,KG,77490.000,2891.000,80381.000,60.586,62.846,62.846,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2021,18.000,KG,2111.000,146.000,2257.000,117.277,125.388,125.388,0.000,SPAIN,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2021,5481.000,KG,148000.000,1050.000,149050.000,27.002,27.193,27.193,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2021,1280.000,KG,72313.000,1000.000,73313.000,56.494,57.275,57.275,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2021,23.000,KG,2681.000,107.000,2788.000,116.565,121.217,121.217,0.000,SPAIN,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/09/2021,2005.000,KG,123833.000,2000.000,125833.000,61.762,62.759,62.759,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/09/2021,10000.000,KG,389740.000,20000.000,409740.000,38.974,40.974,40.974,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/10/2021,10000.000,KG,197250.000,1500.000,198750.000,19.725,19.875,19.875,0.000,"TAIWAN, PROVINCE OF CHINA",LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/10/2021,1735.000,KG,46832.000,7.000,46839.000,26.992,26.996,26.996,0.000,JAPAN,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/11/2021,127.000,KG,6160.000,247.000,6407.000,48.503,50.448,50.448,0.000,CANADA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/11/2021,6748.000,KG,349586.000,500.000,350086.000,51.805,51.879,51.879,0.000,CANADA,SEATTLE WASH.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/11/2021,6500.000,KG,260769.000,35754.000,296523.000,40.118,45.618,45.618,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/11/2021,1680.000,KG,28980.000,4182.000,33162.000,17.250,19.739,19.739,0.000,AUSTRALIA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/11/2021,2120.000,KG,102500.000,3071.000,105571.000,48.349,49.797,49.797,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/12/2021,146.000,KG,7040.000,704.000,7744.000,48.219,53.041,53.041,0.000,CANADA,SEATTLE WASH.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/12/2021,1332.000,KG,21762.000,4726.000,26488.000,16.337,19.885,19.885,0.000,AUSTRALIA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/12/2021,860.000,KG,24080.000,3350.000,27430.000,28.000,31.895,31.895,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/01/2022,2468.000,KG,38080.000,662.000,38742.000,15.429,15.697,15.697,0.000,BELIZE,MIAMI FLA.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/01/2022,23465.000,KG,333103.000,12630.000,345733.000,14.195,14.733,14.733,0.000,"TAIWAN, PROVINCE OF CHINA",LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/01/2022,2496.000,KG,67387.000,99.000,67486.000,26.997,27.037,27.037,0.000,JAPAN,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/01/2022,6074.000,KG,164000.000,1050.000,165050.000,27.000,27.173,27.173,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/01/2022,1020.000,KG,61200.000,1059.000,62259.000,60.000,61.038,61.038,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/02/2022,497.000,KG,16287.000,1000.000,17287.000,32.770,34.782,34.782,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/02/2022,1943.000,KG,52467.000,6.000,52473.000,27.003,27.006,27.006,0.000,JAPAN,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/02/2022,1500.000,KG,22500.000,5292.000,27792.000,15.000,18.528,18.528,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2022,270.000,KG,8100.000,90.000,8190.000,30.000,30.333,30.333,0.000,ECUADOR,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2022,10000.000,KG,154000.000,1.000,154001.000,15.400,15.400,15.400,0.000,"TAIWAN, PROVINCE OF CHINA",NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2022,22.000,KG,2671.000,82.000,2753.000,121.409,125.136,125.136,0.000,SPAIN,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2022,2600.000,KG,66260.000,12569.000,78829.000,25.484,30.318,30.318,0.000,GREECE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/03/2022,1016.000,KG,60960.000,1054.000,62014.000,60.000,61.037,61.037,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2022,4889.000,KG,132000.000,1050.000,133050.000,26.999,27.214,27.214,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/04/2022,900.000,KG,29493.000,200.000,29693.000,32.770,32.992,32.992,0.000,CANADA,SEATTLE WASH.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2022,1061.000,KG,66358.000,800.000,67158.000,62.542,63.296,63.296,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2022,730.000,KG,46340.000,90.000,46430.000,63.479,63.602,63.602,0.000,ECUADOR,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2022,604.000,KG,16313.000,34.000,16347.000,27.008,27.064,27.064,0.000,JAPAN,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2022,815.000,KG,43600.000,2329.000,45929.000,53.496,56.354,56.354,0.000,NICARAGUA,MIAMI FLA.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2022,2139.000,KG,139035.000,2213.000,141248.000,65.000,66.034,66.034,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/05/2022,23.000,KG,6900.000,250.000,7150.000,300.000,310.869,310.869,0.000,HONG KONG,CLEVELAND OHIO
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/06/2022,4889.000,KG,132000.000,1050.000,133050.000,26.999,27.214,27.214,0.000,TURKEY,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/06/2022,100.000,KG,4750.000,100.000,4850.000,47.500,48.500,48.500,0.000,NICARAGUA,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2022,8000.000,KG,150250.000,16548.000,166798.000,18.781,20.849,20.849,0.000,"TAIWAN, PROVINCE OF CHINA",LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2022,2289.000,KG,61800.000,90.000,61890.000,26.998,27.038,27.038,0.000,ECUADOR,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2022,1166.000,KG,72829.000,800.000,73629.000,62.460,63.146,63.146,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2022,1775.000,KG,90000.000,3988.000,93988.000,50.704,52.950,52.950,0.000,NICARAGUA,MIAMI FLA.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/07/2022,610.000,KG,39650.000,649.000,40299.000,65.000,66.063,66.063,0.000,NICARAGUA,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2022,236.000,KG,13659.000,90.000,13749.000,57.877,58.258,58.258,0.000,ECUADOR,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2022,1199.000,KG,75291.000,1050.000,76341.000,62.794,63.670,63.670,0.000,MEXICO,SAN DIEGO CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2022,1461.000,KG,60000.000,200.000,60200.000,41.067,41.204,41.204,0.000,CANADA,SEATTLE WASH.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/08/2022,675.000,KG,5058.000,1692.000,6750.000,7.493,10.000,10.000,0.000,CHILE,LOS ANGELES CALIF.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/09/2022,1056.000,KG,28500.000,100.000,28600.000,26.988,27.083,27.083,0.000,NICARAGUA,NEW YORK CITY N.Y.
308120000,"SEA CUCUMBERS, INCLUDING FLOURS, MEALS AND PELLETS FIT FOR HUMAN CONSUMPTION, FROZEN",15/10/2022,2722.000,KG,128400.000,200.000,128600.000,47.171,47.244,47.244,0.000,CANADA,SEATTLE WASH.
